run_idx,video_id,label,input_start_frame,input_end_frame,target_frame,window_len,window_size,window_stride,frame_skip_step
1154,MVN-S-Slicing-87-001,5,10308,10367,10368,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10328,10387,10388,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10348,10407,10408,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10368,10427,10428,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10388,10447,10448,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10408,10467,10468,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10428,10487,10488,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10448,10507,10508,60,60,20,1
1154,MVN-S-Slicing-87-001,5,10508,10513,10514,6,60,20,1
1155,MVN-S-Slicing-87-001,4,10514,10691,10692,60,60,30,3
1155,MVN-S-Slicing-87-001,4,10604,10781,10782,60,60,30,3
1155,MVN-S-Slicing-87-001,4,10694,10871,10872,60,60,30,3
1155,MVN-S-Slicing-87-001,4,10784,10961,10962,60,60,30,3
1155,MVN-S-Slicing-87-001,4,10874,11051,11052,60,60,30,3
1155,MVN-S-Slicing-87-001,4,10964,11141,11142,60,60,30,3
1155,MVN-S-Slicing-87-001,4,11144,11153,11154,4,60,30,3
1156,MVN-S-Slicing-87-001,5,11155,11214,11215,60,60,20,1
1156,MVN-S-Slicing-87-001,5,11175,11234,11235,60,60,20,1
1156,MVN-S-Slicing-87-001,5,11235,11236,11237,2,60,20,1
1157,MVN-S-Slicing-87-001,8,11237,11267,11268,16,60,20,2
1158,MVN-S-Slicing-87-001,4,11268,11445,11446,60,60,30,3
1158,MVN-S-Slicing-87-001,4,11448,11457,11458,4,60,30,3
1159,MVN-S-Slicing-87-001,7,11460,11519,11520,60,60,20,1
1159,MVN-S-Slicing-87-001,7,11520,11533,11534,14,60,20,1
1160,MVN-S-Slicing-87-001,4,11534,11711,11712,60,60,30,3
1160,MVN-S-Slicing-87-001,4,11624,11801,11802,60,60,30,3
1160,MVN-S-Slicing-87-001,4,11714,11891,11892,60,60,30,3
1160,MVN-S-Slicing-87-001,4,11894,11909,11910,6,60,30,3
1161,MVN-S-Slicing-87-001,8,11911,12029,12030,60,60,20,2
1161,MVN-S-Slicing-87-001,8,11951,12069,12070,60,60,20,2
1161,MVN-S-Slicing-87-001,8,11991,12109,12110,60,60,20,2
1161,MVN-S-Slicing-87-001,8,12031,12149,12150,60,60,20,2
1161,MVN-S-Slicing-87-001,8,12071,12189,12190,60,60,20,2
1161,MVN-S-Slicing-87-001,8,12111,12229,12230,60,60,20,2
1161,MVN-S-Slicing-87-001,8,12151,12269,12270,60,60,20,2
1161,MVN-S-Slicing-87-001,8,12191,12309,12310,60,60,20,2
1161,MVN-S-Slicing-87-001,8,12311,12329,12330,10,60,20,2
1162,MVN-S-Slicing-87-001,0,12330,12448,12449,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12390,12508,12509,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12450,12568,12569,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12510,12628,12629,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12570,12688,12689,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12630,12748,12749,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12690,12808,12809,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12750,12868,12869,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12810,12928,12929,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12870,12988,12989,60,60,30,2
1162,MVN-S-Slicing-87-001,0,12990,12992,12993,2,60,30,2
1163,MVN-S-Slicing-87-001,2,12993,13111,13112,60,60,30,2
1163,MVN-S-Slicing-87-001,2,13053,13171,13172,60,60,30,2
1163,MVN-S-Slicing-87-001,2,13113,13231,13232,60,60,30,2
1163,MVN-S-Slicing-87-001,2,13233,13243,13244,6,60,30,2
1164,MVN-S-Slicing-87-001,3,13245,13335,13336,46,60,30,2
1165,MVN-S-Slicing-87-001,4,13336,13513,13514,60,60,30,3
1165,MVN-S-Slicing-87-001,4,13426,13603,13604,60,60,30,3
1165,MVN-S-Slicing-87-001,4,13516,13693,13694,60,60,30,3
1165,MVN-S-Slicing-87-001,4,13606,13783,13784,60,60,30,3
1165,MVN-S-Slicing-87-001,4,13696,13873,13874,60,60,30,3
1165,MVN-S-Slicing-87-001,4,13786,13963,13964,60,60,30,3
1165,MVN-S-Slicing-87-001,4,13876,14053,14054,60,60,30,3
1165,MVN-S-Slicing-87-001,4,13966,14143,14144,60,60,30,3
1165,MVN-S-Slicing-87-001,4,14056,14233,14234,60,60,30,3
1165,MVN-S-Slicing-87-001,4,14236,14317,14318,28,60,30,3
1166,MVN-S-Slicing-87-001,5,14318,14377,14378,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14338,14397,14398,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14358,14417,14418,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14378,14437,14438,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14398,14457,14458,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14418,14477,14478,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14438,14497,14498,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14458,14517,14518,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14478,14537,14538,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14498,14557,14558,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14518,14577,14578,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14538,14597,14598,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14558,14617,14618,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14578,14637,14638,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14598,14657,14658,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14618,14677,14678,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14638,14697,14698,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14658,14717,14718,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14678,14737,14738,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14698,14757,14758,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14718,14777,14778,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14738,14797,14798,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14758,14817,14818,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14778,14837,14838,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14798,14857,14858,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14818,14877,14878,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14838,14897,14898,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14858,14917,14918,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14878,14937,14938,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14898,14957,14958,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14918,14977,14978,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14938,14997,14998,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14958,15017,15018,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14978,15037,15038,60,60,20,1
1166,MVN-S-Slicing-87-001,5,14998,15057,15058,60,60,20,1
1166,MVN-S-Slicing-87-001,5,15018,15077,15078,60,60,20,1
1166,MVN-S-Slicing-87-001,5,15038,15097,15098,60,60,20,1
1166,MVN-S-Slicing-87-001,5,15058,15117,15118,60,60,20,1
1166,MVN-S-Slicing-87-001,5,15118,15125,15126,8,60,20,1
1167,MVN-S-Slicing-87-001,8,15126,15180,15181,28,60,20,2
1168,MVN-S-Slicing-87-001,3,15181,15273,15274,47,60,30,2
1169,MVN-S-Slicing-87-001,4,15274,15451,15452,60,60,30,3
1169,MVN-S-Slicing-87-001,4,15364,15541,15542,60,60,30,3
1169,MVN-S-Slicing-87-001,4,15454,15631,15632,60,60,30,3
1169,MVN-S-Slicing-87-001,4,15544,15721,15722,60,60,30,3
1169,MVN-S-Slicing-87-001,4,15724,15742,15743,7,60,30,3
1170,MVN-S-Slicing-87-001,7,15744,15803,15804,60,60,20,1
1170,MVN-S-Slicing-87-001,7,15764,15823,15824,60,60,20,1
1170,MVN-S-Slicing-87-001,7,15824,15838,15839,15,60,20,1
1171,MVN-S-Slicing-87-001,4,15839,16016,16017,60,60,30,3
1171,MVN-S-Slicing-87-001,4,15929,16106,16107,60,60,30,3
1171,MVN-S-Slicing-87-001,4,16019,16196,16197,60,60,30,3
1171,MVN-S-Slicing-87-001,4,16199,16211,16212,5,60,30,3
1172,MVN-S-Slicing-87-001,7,16214,16272,16273,59,60,20,1
1173,MVN-S-Slicing-87-001,4,16273,16375,16376,35,60,30,3
1174,MVN-S-Slicing-87-001,8,16376,16494,16495,60,60,20,2
1174,MVN-S-Slicing-87-001,8,16416,16534,16535,60,60,20,2
1174,MVN-S-Slicing-87-001,8,16456,16574,16575,60,60,20,2
1174,MVN-S-Slicing-87-001,8,16496,16614,16615,60,60,20,2
1174,MVN-S-Slicing-87-001,8,16536,16654,16655,60,60,20,2
1174,MVN-S-Slicing-87-001,8,16576,16694,16695,60,60,20,2
1174,MVN-S-Slicing-87-001,8,16696,16708,16709,7,60,20,2
1175,MVN-S-Slicing-87-001,3,16709,16827,16828,60,60,30,2
1175,MVN-S-Slicing-87-001,3,16769,16887,16888,60,60,30,2
1175,MVN-S-Slicing-87-001,3,16829,16947,16948,60,60,30,2
1175,MVN-S-Slicing-87-001,3,16949,16955,16956,4,60,30,2
1176,MVN-S-Slicing-87-001,2,16956,17074,17075,60,60,30,2
1176,MVN-S-Slicing-87-001,2,17016,17134,17135,60,60,30,2
1176,MVN-S-Slicing-87-001,2,17076,17194,17195,60,60,30,2
1176,MVN-S-Slicing-87-001,2,17136,17254,17255,60,60,30,2
1176,MVN-S-Slicing-87-001,2,17256,17268,17269,7,60,30,2
1177,MVN-S-Slicing-87-001,4,17269,17446,17447,60,60,30,3
1177,MVN-S-Slicing-87-001,4,17359,17536,17537,60,60,30,3
1177,MVN-S-Slicing-87-001,4,17449,17626,17627,60,60,30,3
1177,MVN-S-Slicing-87-001,4,17539,17716,17717,60,60,30,3
1177,MVN-S-Slicing-87-001,4,17629,17806,17807,60,60,30,3
1177,MVN-S-Slicing-87-001,4,17719,17896,17897,60,60,30,3
1177,MVN-S-Slicing-87-001,4,17899,17956,17957,20,60,30,3
1178,MVN-S-Slicing-87-001,5,17958,18017,18018,60,60,20,1
1178,MVN-S-Slicing-87-001,5,17978,18037,18038,60,60,20,1
1178,MVN-S-Slicing-87-001,5,17998,18057,18058,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18018,18077,18078,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18038,18097,18098,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18058,18117,18118,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18078,18137,18138,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18098,18157,18158,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18118,18177,18178,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18138,18197,18198,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18158,18217,18218,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18178,18237,18238,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18198,18257,18258,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18218,18277,18278,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18238,18297,18298,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18258,18317,18318,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18278,18337,18338,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18298,18357,18358,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18318,18377,18378,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18338,18397,18398,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18358,18417,18418,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18378,18437,18438,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18398,18457,18458,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18418,18477,18478,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18438,18497,18498,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18458,18517,18518,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18478,18537,18538,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18498,18557,18558,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18518,18577,18578,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18538,18597,18598,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18558,18617,18618,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18578,18637,18638,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18598,18657,18658,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18618,18677,18678,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18638,18697,18698,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18658,18717,18718,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18678,18737,18738,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18698,18757,18758,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18718,18777,18778,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18738,18797,18798,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18758,18817,18818,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18778,18837,18838,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18798,18857,18858,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18818,18877,18878,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18838,18897,18898,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18858,18917,18918,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18878,18937,18938,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18898,18957,18958,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18918,18977,18978,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18938,18997,18998,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18958,19017,19018,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18978,19037,19038,60,60,20,1
1178,MVN-S-Slicing-87-001,5,18998,19057,19058,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19018,19077,19078,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19038,19097,19098,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19058,19117,19118,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19078,19137,19138,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19098,19157,19158,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19118,19177,19178,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19138,19197,19198,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19158,19217,19218,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19178,19237,19238,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19198,19257,19258,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19218,19277,19278,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19238,19297,19298,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19258,19317,19318,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19278,19337,19338,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19298,19357,19358,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19318,19377,19378,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19338,19397,19398,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19358,19417,19418,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19378,19437,19438,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19398,19457,19458,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19418,19477,19478,60,60,20,1
1178,MVN-S-Slicing-87-001,5,19478,19487,19488,10,60,20,1
1179,MVN-S-Slicing-87-001,4,19488,19665,19666,60,60,30,3
1179,MVN-S-Slicing-87-001,4,19668,19737,19738,24,60,30,3
1180,MVN-S-Slicing-87-001,8,19739,19857,19858,60,60,20,2
1180,MVN-S-Slicing-87-001,8,19779,19897,19898,60,60,20,2
1180,MVN-S-Slicing-87-001,8,19899,19907,19908,5,60,20,2
1181,MVN-S-Slicing-87-001,4,19908,20085,20086,60,60,30,3
1181,MVN-S-Slicing-87-001,4,19998,20175,20176,60,60,30,3
1181,MVN-S-Slicing-87-001,4,20178,20208,20209,11,60,30,3
1182,MVN-S-Slicing-87-001,7,20210,20269,20270,60,60,20,1
1182,MVN-S-Slicing-87-001,7,20230,20289,20290,60,60,20,1
1182,MVN-S-Slicing-87-001,7,20250,20309,20310,60,60,20,1
1182,MVN-S-Slicing-87-001,7,20310,20323,20324,14,60,20,1
1183,MVN-S-Slicing-87-001,4,20324,20501,20502,60,60,30,3
1183,MVN-S-Slicing-87-001,4,20414,20591,20592,60,60,30,3
1183,MVN-S-Slicing-87-001,4,20504,20681,20682,60,60,30,3
1183,MVN-S-Slicing-87-001,4,20594,20771,20772,60,60,30,3
1183,MVN-S-Slicing-87-001,4,20774,20822,20823,17,60,30,3
1184,MVN-S-Slicing-87-001,7,20823,20882,20883,60,60,20,1
1184,MVN-S-Slicing-87-001,7,20843,20902,20903,60,60,20,1
1184,MVN-S-Slicing-87-001,7,20903,20907,20908,5,60,20,1
1185,MVN-S-Slicing-87-001,4,20908,21007,21008,34,60,30,3
1186,MVN-S-Slicing-87-001,8,21010,21094,21095,43,60,20,2
1187,MVN-S-Slicing-87-001,3,21095,21213,21214,60,60,30,2
1187,MVN-S-Slicing-87-001,3,21155,21273,21274,60,60,30,2
1188,MVN-S-Slicing-87-001,2,21274,21392,21393,60,60,30,2
1188,MVN-S-Slicing-87-001,2,21334,21452,21453,60,60,30,2
1188,MVN-S-Slicing-87-001,2,21394,21512,21513,60,60,30,2
1188,MVN-S-Slicing-87-001,2,21454,21572,21573,60,60,30,2
1188,MVN-S-Slicing-87-001,2,21514,21632,21633,60,60,30,2
1188,MVN-S-Slicing-87-001,2,21574,21692,21693,60,60,30,2
1188,MVN-S-Slicing-87-001,2,21694,21716,21717,12,60,30,2
1189,MVN-S-Slicing-87-001,4,21717,21894,21895,60,60,30,3
1189,MVN-S-Slicing-87-001,4,21807,21984,21985,60,60,30,3
1189,MVN-S-Slicing-87-001,4,21987,21993,21994,3,60,30,3
1190,MVN-S-Slicing-87-001,7,21994,22053,22054,60,60,20,1
1190,MVN-S-Slicing-87-001,7,22014,22073,22074,60,60,20,1
1190,MVN-S-Slicing-87-001,7,22074,22089,22090,16,60,20,1
1191,MVN-S-Slicing-87-001,4,22090,22267,22268,60,60,30,3
1191,MVN-S-Slicing-87-001,4,22270,22333,22334,22,60,30,3
1192,MVN-S-Slicing-87-001,7,22335,22394,22395,60,60,20,1
1192,MVN-S-Slicing-87-001,7,22395,22412,22413,18,60,20,1
1193,MVN-S-Slicing-87-001,5,22413,22472,22473,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22433,22492,22493,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22453,22512,22513,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22473,22532,22533,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22493,22552,22553,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22513,22572,22573,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22533,22592,22593,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22553,22612,22613,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22573,22632,22633,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22593,22652,22653,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22613,22672,22673,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22633,22692,22693,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22653,22712,22713,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22673,22732,22733,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22693,22752,22753,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22713,22772,22773,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22733,22792,22793,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22753,22812,22813,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22773,22832,22833,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22793,22852,22853,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22813,22872,22873,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22833,22892,22893,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22853,22912,22913,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22873,22932,22933,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22893,22952,22953,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22913,22972,22973,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22933,22992,22993,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22953,23012,23013,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22973,23032,23033,60,60,20,1
1193,MVN-S-Slicing-87-001,5,22993,23052,23053,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23013,23072,23073,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23033,23092,23093,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23053,23112,23113,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23073,23132,23133,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23093,23152,23153,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23113,23172,23173,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23133,23192,23193,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23153,23212,23213,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23173,23232,23233,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23193,23252,23253,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23213,23272,23273,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23233,23292,23293,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23253,23312,23313,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23273,23332,23333,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23293,23352,23353,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23313,23372,23373,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23333,23392,23393,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23353,23412,23413,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23373,23432,23433,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23393,23452,23453,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23413,23472,23473,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23433,23492,23493,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23453,23512,23513,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23473,23532,23533,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23493,23552,23553,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23513,23572,23573,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23533,23592,23593,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23553,23612,23613,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23573,23632,23633,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23593,23652,23653,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23613,23672,23673,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23633,23692,23693,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23653,23712,23713,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23673,23732,23733,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23693,23752,23753,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23713,23772,23773,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23733,23792,23793,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23753,23812,23813,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23773,23832,23833,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23793,23852,23853,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23813,23872,23873,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23833,23892,23893,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23853,23912,23913,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23873,23932,23933,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23893,23952,23953,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23913,23972,23973,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23933,23992,23993,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23953,24012,24013,60,60,20,1
1193,MVN-S-Slicing-87-001,5,23973,24032,24033,60,60,20,1
1193,MVN-S-Slicing-87-001,5,24033,24042,24043,10,60,20,1
1194,MVN-S-Slicing-87-001,7,24043,24102,24103,60,60,20,1
1194,MVN-S-Slicing-87-001,7,24103,24107,24108,5,60,20,1
1195,MVN-S-Slicing-87-001,4,24108,24285,24286,60,60,30,3
1195,MVN-S-Slicing-87-001,4,24288,24354,24355,23,60,30,3
1196,MVN-S-Slicing-87-001,7,24356,24415,24416,60,60,20,1
1196,MVN-S-Slicing-87-001,7,24376,24435,24436,60,60,20,1
1196,MVN-S-Slicing-87-001,7,24396,24455,24456,60,60,20,1
1196,MVN-S-Slicing-87-001,7,24416,24475,24476,60,60,20,1
1196,MVN-S-Slicing-87-001,7,24436,24495,24496,60,60,20,1
1196,MVN-S-Slicing-87-001,7,24456,24515,24516,60,60,20,1
1196,MVN-S-Slicing-87-001,7,24516,24516,24517,1,60,20,1
1197,MVN-S-Slicing-87-001,5,24517,24576,24577,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24537,24596,24597,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24557,24616,24617,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24577,24636,24637,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24597,24656,24657,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24617,24676,24677,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24637,24696,24697,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24657,24716,24717,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24677,24736,24737,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24697,24756,24757,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24717,24776,24777,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24737,24796,24797,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24757,24816,24817,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24777,24836,24837,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24797,24856,24857,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24817,24876,24877,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24837,24896,24897,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24857,24916,24917,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24877,24936,24937,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24897,24956,24957,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24917,24976,24977,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24937,24996,24997,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24957,25016,25017,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24977,25036,25037,60,60,20,1
1197,MVN-S-Slicing-87-001,5,24997,25056,25057,60,60,20,1
1197,MVN-S-Slicing-87-001,5,25017,25076,25077,60,60,20,1
1197,MVN-S-Slicing-87-001,5,25037,25096,25097,60,60,20,1
1197,MVN-S-Slicing-87-001,5,25057,25116,25117,60,60,20,1
1197,MVN-S-Slicing-87-001,5,25077,25136,25137,60,60,20,1
